@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
2568,'2025/11/27 11:11:44:728',26,4.684097,0.017318,16.318468,0.01396,0.939062,0.922222,0.5,0.3,1,1
2569,'2025/11/27 11:11:44:743',26,4.684097,0.017318,16.318468,0.01396,0.939062,0.922222,0.5,0.3,1,1
2570,'2025/11/27 11:11:44:917',26,4.722257,0.017092,16.055115,0.03816,0.942187,0.925,0.5,0.3,1,1
2571,'2025/11/27 11:11:44:928',26,4.722257,0.017092,16.055115,0.03816,0.942187,0.925,0.5,0.3,1,1
2572,'2025/11/27 11:11:44:945',26,4.722257,0.017092,16.055115,0.03816,0.942187,0.925,0.5,0.3,1,1
2573,'2025/11/27 11:11:45:119',26,4.710509,0.01697,16.133848,0.011748,0.942187,0.925,0.5,0.3,1,1
2574,'2025/11/27 11:11:45:131',26,4.710509,0.01697,16.133848,0.011748,0.942187,0.925,0.5,0.3,1,1
2575,'2025/11/27 11:11:45:146',26,4.710509,0.01697,16.133848,0.011748,0.942187,0.925,0.5,0.3,1,1
2576,'2025/11/27 11:11:45:323',26,4.695428,0.016845,15.842745,0.01508,0.942187,0.925,0.5,0.3,1,1
2577,'2025/11/27 11:11:45:333',26,4.695428,0.016845,15.842745,0.01508,0.942187,0.925,0.5,0.3,1,1
2578,'2025/11/27 11:11:45:350',26,4.695428,0.016845,15.842745,0.01508,0.942187,0.925,0.5,0.3,1,1
2579,'2025/11/27 11:11:45:523',26,4.706343,0.016289,15.877736,0.010915,0.942187,0.922222,0.5,0.3,1,1
2580,'2025/11/27 11:11:45:538',26,4.706343,0.016289,15.877736,0.010915,0.942187,0.922222,0.5,0.3,1,1
2581,'2025/11/27 11:11:45:556',26,4.706343,0.016289,15.877736,0.010915,0.942187,0.922222,0.5,0.3,1,1
2582,'2025/11/27 11:11:45:727',26,4.712794,0.016207,16.04307,0.006451,0.942187,0.925,0.5,0.3,1,1
2583,'2025/11/27 11:11:45:743',26,4.712794,0.016207,16.04307,0.006451,0.942187,0.925,0.5,0.3,1,1
2584,'2025/11/27 11:11:45:759',26,4.712794,0.016207,16.04307,0.006451,0.942187,0.925,0.5,0.3,1,1
2585,'2025/11/27 11:11:45:932',26,4.730309,0.016324,16.3116,0.017515,0.942187,0.922222,0.5,0.3,1,1
2586,'2025/11/27 11:11:45:950',26,4.730309,0.016324,16.3116,0.017515,0.942187,0.922222,0.5,0.3,1,1
2587,'2025/11/27 11:11:45:965',26,4.730309,0.016324,16.3116,0.017515,0.942187,0.922222,0.5,0.3,1,1
2588,'2025/11/27 11:11:46:140',26,4.759316,0.016198,16.190523,0.029007,0.942187,0.922222,0.5,0.3,1,1
2589,'2025/11/27 11:11:46:167',26,4.759316,0.016198,16.190523,0.029007,0.942187,0.922222,0.5,0.3,1,1
2590,'2025/11/27 11:11:46:182',26,4.759316,0.016198,16.190523,0.029007,0.942187,0.922222,0.5,0.3,1,1
2591,'2025/11/27 11:11:46:386',26,4.69244,0.016675,15.804168,0.066876,0.942187,0.922222,0.5,0.3,1,1
2592,'2025/11/27 11:11:46:404',26,4.69244,0.016675,15.804168,0.066876,0.942187,0.922222,0.5,0.3,1,1
2593,'2025/11/27 11:11:46:420',26,4.69244,0.016675,15.804168,0.066876,0.942187,0.922222,0.5,0.3,1,1
2594,'2025/11/27 11:11:46:594',26,4.67028,0.01635,16.131004,0.02216,0.942187,0.922222,0.5,0.3,1,1
2595,'2025/11/27 11:11:46:621',26,4.67028,0.01635,16.131004,0.02216,0.942187,0.922222,0.5,0.3,1,1
2596,'2025/11/27 11:11:46:637',26,4.67028,0.01635,16.131004,0.02216,0.942187,0.922222,0.5,0.3,1,1
2597,'2025/11/27 11:11:46:811',26,4.726236,0.016332,16.016975,0.055956,0.942187,0.922222,0.5,0.3,1,1
2598,'2025/11/27 11:11:46:824',26,4.726236,0.016332,16.016975,0.055956,0.942187,0.922222,0.5,0.3,1,1
2599,'2025/11/27 11:11:46:839',26,4.726236,0.016332,16.016975,0.055956,0.942187,0.922222,0.5,0.3,1,1
2600,'2025/11/27 11:11:47:013',26,4.725972,0.016359,16.521971,0.000264,0.942187,0.922222,0.5,0.3,1,1
2601,'2025/11/27 11:11:47:039',26,4.725972,0.016359,16.521971,0.000264,0.942187,0.922222,0.5,0.3,1,1
2602,'2025/11/27 11:11:47:055',26,4.725972,0.016359,16.521971,0.000264,0.942187,0.922222,0.5,0.3,1,1
2603,'2025/11/27 11:11:47:231',26,4.751598,0.017122,16.290339,0.025626,0.942187,0.922222,0.5,0.3,1,1
2604,'2025/11/27 11:11:47:243',26,4.751598,0.017122,16.290339,0.025626,0.942187,0.922222,0.5,0.3,1,1
2605,'2025/11/27 11:11:47:259',26,4.751598,0.017122,16.290339,0.025626,0.942187,0.922222,0.5,0.3,1,1
2606,'2025/11/27 11:11:47:431',26,4.753224,0.017839,16.627596,0.001626,0.939062,0.919444,0.5,0.3,1,1
2607,'2025/11/27 11:11:47:442',26,4.753224,0.017839,16.627596,0.001626,0.939062,0.919444,0.5,0.3,1,1
2608,'2025/11/27 11:11:47:458',26,4.753224,0.017839,16.627596,0.001626,0.939062,0.919444,0.5,0.3,1,1
2609,'2025/11/27 11:11:47:632',26,4.75663,0.01803,16.118797,0.003406,0.939062,0.919444,0.5,0.3,1,1
2610,'2025/11/27 11:11:47:646',26,4.75663,0.01803,16.118797,0.003406,0.939062,0.919444,0.5,0.3,1,1
2611,'2025/11/27 11:11:47:669',26,4.75663,0.01803,16.118797,0.003406,0.939062,0.919444,0.5,0.3,1,1
2612,'2025/11/27 11:11:47:862',26,4.759226,0.018286,15.981335,0.002595,0.9375,0.919444,0.5,0.3,1,1
2613,'2025/11/27 11:11:47:880',26,4.759226,0.018286,15.981335,0.002595,0.9375,0.919444,0.5,0.3,1,1
2614,'2025/11/27 11:11:47:910',26,4.759226,0.018286,15.981335,0.002595,0.9375,0.919444,0.5,0.3,1,1
2615,'2025/11/27 11:11:48:099',26,4.790945,0.018711,16.269384,0.031719,0.9375,0.916667,0.5,0.3,1,1
2616,'2025/11/27 11:11:48:112',26,4.790945,0.018711,16.269384,0.031719,0.9375,0.916667,0.5,0.3,1,1
2617,'2025/11/27 11:11:48:127',26,4.790945,0.018711,16.269384,0.031719,0.9375,0.916667,0.5,0.3,1,1
2618,'2025/11/27 11:11:48:299',26,4.721035,0.018815,15.871306,0.06991,0.9375,0.916667,0.5,0.3,1,1
2619,'2025/11/27 11:11:48:314',26,4.721035,0.018815,15.871306,0.06991,0.9375,0.916667,0.5,0.3,1,1
2620,'2025/11/27 11:11:48:330',26,4.721035,0.018815,15.871306,0.06991,0.9375,0.916667,0.5,0.3,1,1
2621,'2025/11/27 11:11:48:501',26,4.753975,0.019727,15.587334,0.03294,0.9375,0.916667,0.5,0.3,1,1
2622,'2025/11/27 11:11:48:521',26,4.753975,0.019727,15.587334,0.03294,0.9375,0.916667,0.5,0.3,1,1
2623,'2025/11/27 11:11:48:537',26,4.753975,0.019727,15.587334,0.03294,0.9375,0.916667,0.5,0.3,1,1
2624,'2025/11/27 11:11:48:709',26,4.768555,0.019575,15.65374,0.01458,0.9375,0.916667,0.5,0.3,1,1
2625,'2025/11/27 11:11:48:724',26,4.768555,0.019575,15.65374,0.01458,0.9375,0.916667,0.5,0.3,1,1
2626,'2025/11/27 11:11:48:739',26,4.768555,0.019575,15.65374,0.01458,0.9375,0.916667,0.5,0.3,1,1
2627,'2025/11/27 11:13:20:174',27,4.171558,0.09964,10.286485,0.000423,0.582812,0.647222,0.5,0.3,0.5,0.5
2628,'2025/11/27 11:13:20:348',27,4.206752,0.098173,10.029366,0.035194,0.582812,0.647222,0.5,0.3,0.5,0.5
2629,'2025/11/27 11:13:20:361',27,4.206752,0.098173,10.029366,0.035194,0.582812,0.647222,0.5,0.3,0.5,0.5
2630,'2025/11/27 11:13:20:405',27,4.206752,0.098173,10.029366,0.035194,0.582812,0.647222,0.5,0.3,0.5,0.5
2631,'2025/11/27 11:13:20:595',27,4.213032,0.093507,9.982491,0.006279,0.582812,0.644444,0.5,0.3,0.5,0.5
2632,'2025/11/27 11:13:20:611',27,4.213032,0.093507,9.982491,0.006279,0.582812,0.644444,0.5,0.3,0.5,0.5
2633,'2025/11/27 11:13:20:628',27,4.213032,0.093507,9.982491,0.006279,0.582812,0.644444,0.5,0.3,0.5,0.5
2634,'2025/11/27 11:13:20:799',27,4.212751,0.092248,10.476027,0.00028,0.582812,0.644444,0.5,0.3,0.5,0.5
2635,'2025/11/27 11:13:20:816',27,4.212751,0.092248,10.476027,0.00028,0.582812,0.644444,0.5,0.3,0.5,0.5
2636,'2025/11/27 11:13:20:832',27,4.212751,0.092248,10.476027,0.00028,0.582812,0.644444,0.5,0.3,0.5,0.5
2637,'2025/11/27 11:13:21:005',27,4.288398,0.097561,10.306557,0.075646,0.582812,0.644444,0.5,0.3,0.5,0.5
2638,'2025/11/27 11:13:21:018',27,4.288398,0.097561,10.306557,0.075646,0.582812,0.644444,0.5,0.3,0.5,0.5
2639,'2025/11/27 11:13:21:035',27,4.288398,0.097561,10.306557,0.075646,0.582812,0.644444,0.5,0.3,0.5,0.5
2640,'2025/11/27 11:13:21:209',27,4.17868,0.096832,10.191337,0.109717,0.582812,0.647222,0.5,0.3,0.5,0.5
2641,'2025/11/27 11:13:21:223',27,4.17868,0.096832,10.191337,0.109717,0.582812,0.647222,0.5,0.3,0.5,0.5
2642,'2025/11/27 11:13:21:238',27,4.17868,0.096832,10.191337,0.109717,0.582812,0.647222,0.5,0.3,0.5,0.5
2643,'2025/11/27 11:13:21:412',27,4.224474,0.100482,10.472892,0.045794,0.58125,0.647222,0.5,0.3,0.5,0.5
2644,'2025/11/27 11:13:21:427',27,4.224474,0.100482,10.472892,0.045794,0.58125,0.647222,0.5,0.3,0.5,0.5
2645,'2025/11/27 11:13:21:443',27,4.224474,0.100482,10.472892,0.045794,0.58125,0.647222,0.5,0.3,0.5,0.5
2646,'2025/11/27 11:13:21:614',27,4.212374,0.095564,10.079412,0.0121,0.58125,0.647222,0.5,0.3,0.5,0.5
2647,'2025/11/27 11:13:21:627',27,4.212374,0.095564,10.079412,0.0121,0.58125,0.647222,0.5,0.3,0.5,0.5
2648,'2025/11/27 11:13:21:643',27,4.212374,0.095564,10.079412,0.0121,0.58125,0.647222,0.5,0.3,0.5,0.5
2649,'2025/11/27 11:13:21:818',27,4.210062,0.1002,9.962645,0.002312,0.576563,0.647222,0.5,0.3,0.5,0.5
2650,'2025/11/27 11:13:21:845',27,4.210062,0.1002,9.962645,0.002312,0.576563,0.647222,0.5,0.3,0.5,0.5
2651,'2025/11/27 11:13:21:860',27,4.210062,0.1002,9.962645,0.002312,0.576563,0.647222,0.5,0.3,0.5,0.5
2652,'2025/11/27 11:13:22:033',27,4.188114,0.0924,10.120375,0.021948,0.58125,0.644444,0.5,0.3,0.5,0.5
2653,'2025/11/27 11:13:22:052',27,4.188114,0.0924,10.120375,0.021948,0.58125,0.644444,0.5,0.3,0.5,0.5
2654,'2025/11/27 11:13:22:066',27,4.188114,0.0924,10.120375,0.021948,0.58125,0.644444,0.5,0.3,0.5,0.5
2655,'2025/11/27 11:13:22:239',27,4.236616,0.092704,10.228558,0.048502,0.579687,0.647222,0.5,0.3,0.5,0.5
2656,'2025/11/27 11:13:22:255',27,4.236616,0.092704,10.228558,0.048502,0.579687,0.647222,0.5,0.3,0.5,0.5
2657,'2025/11/27 11:13:22:278',27,4.236616,0.092704,10.228558,0.048502,0.579687,0.647222,0.5,0.3,0.5,0.5
2658,'2025/11/27 11:13:22:467',27,4.211774,0.102548,10.231896,0.024842,0.582812,0.647222,0.5,0.3,0.5,0.5
2659,'2025/11/27 11:13:22:490',27,4.211774,0.102548,10.231896,0.024842,0.582812,0.647222,0.5,0.3,0.5,0.5
2660,'2025/11/27 11:13:22:502',27,4.211774,0.102548,10.231896,0.024842,0.582812,0.647222,0.5,0.3,0.5,0.5
2661,'2025/11/27 11:13:22:679',27,4.203132,0.096992,10.200122,0.008642,0.582812,0.647222,0.5,0.3,0.5,0.5
2662,'2025/11/27 11:13:22:693',27,4.203132,0.096992,10.200122,0.008642,0.582812,0.647222,0.5,0.3,0.5,0.5
2663,'2025/11/27 11:13:22:704',27,4.203132,0.096992,10.200122,0.008642,0.582812,0.647222,0.5,0.3,0.5,0.5
2664,'2025/11/27 11:13:22:885',27,4.199125,0.093646,9.974305,0.004007,0.585938,0.644444,0.5,0.3,0.5,0.5
2665,'2025/11/27 11:13:22:912',27,4.199125,0.093646,9.974305,0.004007,0.585938,0.644444,0.5,0.3,0.5,0.5
2666,'2025/11/27 11:13:22:927',27,4.199125,0.093646,9.974305,0.004007,0.585938,0.644444,0.5,0.3,0.5,0.5
2667,'2025/11/27 11:13:23:100',27,4.184554,0.091155,10.164724,0.014571,0.582812,0.647222,0.5,0.3,0.5,0.5
2668,'2025/11/27 11:13:23:118',27,4.184554,0.091155,10.164724,0.014571,0.582812,0.647222,0.5,0.3,0.5,0.5
2669,'2025/11/27 11:13:23:133',27,4.184554,0.091155,10.164724,0.014571,0.582812,0.647222,0.5,0.3,0.5,0.5
2670,'2025/11/27 11:13:23:307',27,4.18032,0.086519,10.325244,0.004234,0.582812,0.647222,0.5,0.3,0.5,0.5
2671,'2025/11/27 11:13:23:323',27,4.18032,0.086519,10.325244,0.004234,0.582812,0.647222,0.5,0.3,0.5,0.5
2672,'2025/11/27 11:13:23:340',27,4.18032,0.086519,10.325244,0.004234,0.582812,0.647222,0.5,0.3,0.5,0.5
2673,'2025/11/27 11:13:23:514',27,4.17311,0.090929,10.206738,0.007209,0.570313,0.611111,0.5,0.3,0.5,0.5
2674,'2025/11/27 11:13:23:528',27,4.17311,0.090929,10.206738,0.007209,0.570313,0.611111,0.5,0.3,0.5,0.5
2675,'2025/11/27 11:13:23:543',27,4.17311,0.090929,10.206738,0.007209,0.570313,0.611111,0.5,0.3,0.5,0.5
2676,'2025/11/27 11:13:23:717',27,4.192482,0.092661,10.060396,0.019372,0.570313,0.611111,0.5,0.3,0.5,0.5
2677,'2025/11/27 11:13:23:734',27,4.192482,0.092661,10.060396,0.019372,0.570313,0.611111,0.5,0.3,0.5,0.5
2678,'2025/11/27 11:13:23:749',27,4.192482,0.092661,10.060396,0.019372,0.570313,0.611111,0.5,0.3,0.5,0.5
2679,'2025/11/27 11:13:23:924',27,4.163343,0.087782,10.298492,0.029139,0.570313,0.647222,0.5,0.3,0.5,0.5
2680,'2025/11/27 11:13:23:951',27,4.163343,0.087782,10.298492,0.029139,0.570313,0.647222,0.5,0.3,0.5,0.5
2681,'2025/11/27 11:13:23:966',27,4.163343,0.087782,10.298492,0.029139,0.570313,0.647222,0.5,0.3,0.5,0.5
2682,'2025/11/27 11:13:24:141',27,4.144093,0.086441,10.259427,0.01925,0.584375,0.644444,0.5,0.3,0.5,0.5
2683,'2025/11/27 11:13:24:154',27,4.144093,0.086441,10.259427,0.01925,0.584375,0.644444,0.5,0.3,0.5,0.5
2684,'2025/11/27 11:13:24:170',27,4.144093,0.086441,10.259427,0.01925,0.584375,0.644444,0.5,0.3,0.5,0.5
2685,'2025/11/27 11:13:24:357',27,4.145636,0.085239,10.446826,0.001543,0.58125,0.644444,0.5,0.3,0.5,0.5
2686,'2025/11/27 11:13:24:368',27,4.145636,0.085239,10.446826,0.001543,0.58125,0.644444,0.5,0.3,0.5,0.5
2687,'2025/11/27 11:13:24:389',27,4.145636,0.085239,10.446826,0.001543,0.58125,0.644444,0.5,0.3,0.5,0.5
2688,'2025/11/27 11:13:24:578',27,4.112088,0.086584,10.482574,0.033548,0.579687,0.644444,0.5,0.3,0.5,0.5
2689,'2025/11/27 11:13:24:590',27,4.112088,0.086584,10.482574,0.033548,0.579687,0.644444,0.5,0.3,0.5,0.5
2690,'2025/11/27 11:13:24:604',27,4.112088,0.086584,10.482574,0.033548,0.579687,0.644444,0.5,0.3,0.5,0.5
2691,'2025/11/27 11:13:24:779',27,4.162949,0.088915,10.329788,0.050861,0.582812,0.583333,0.5,0.3,0.5,0.5
2692,'2025/11/27 11:13:24:791',27,4.162949,0.088915,10.329788,0.050861,0.582812,0.583333,0.5,0.3,0.5,0.5
2693,'2025/11/27 11:13:24:806',27,4.162949,0.088915,10.329788,0.050861,0.582812,0.583333,0.5,0.3,0.5,0.5
2694,'2025/11/27 11:13:24:993',27,4.153276,0.090668,10.38064,0.009673,0.582812,0.583333,0.5,0.3,0.5,0.5
2695,'2025/11/27 11:13:25:008',27,4.153276,0.090668,10.38064,0.009673,0.582812,0.583333,0.5,0.3,0.5,0.5
2696,'2025/11/27 11:13:25:024',27,4.153276,0.090668,10.38064,0.009673,0.582812,0.583333,0.5,0.3,0.5,0.5
2697,'2025/11/27 11:13:25:198',27,4.096963,0.085143,10.288976,0.056313,0.571875,0.65,0.5,0.3,0.5,0.5
2698,'2025/11/27 11:13:25:216',27,4.096963,0.085143,10.288976,0.056313,0.571875,0.65,0.5,0.3,0.5,0.5
2699,'2025/11/27 11:13:25:232',27,4.096963,0.085143,10.288976,0.056313,0.571875,0.65,0.5,0.3,0.5,0.5
2700,'2025/11/27 11:13:25:406',27,4.160877,0.086927,10.215608,0.063913,0.582812,0.583333,0.5,0.3,0.5,0.5
2701,'2025/11/27 11:13:25:433',27,4.160877,0.086927,10.215608,0.063913,0.582812,0.583333,0.5,0.3,0.5,0.5
2702,'2025/11/27 11:13:25:448',27,4.160877,0.086927,10.215608,0.063913,0.582812,0.583333,0.5,0.3,0.5,0.5
2703,'2025/11/27 11:13:25:624',27,4.12201,0.090234,10.242398,0.038867,0.582812,0.583333,0.5,0.3,0.5,0.5
2704,'2025/11/27 11:13:25:650',27,4.12201,0.090234,10.242398,0.038867,0.582812,0.583333,0.5,0.3,0.5,0.5
2705,'2025/11/27 11:13:25:668',27,4.12201,0.090234,10.242398,0.038867,0.582812,0.583333,0.5,0.3,0.5,0.5
2706,'2025/11/27 11:13:25:859',27,4.137765,0.096189,10.324029,0.015755,0.582812,0.580556,0.5,0.3,0.5,0.5
2707,'2025/11/27 11:13:25:880',27,4.137765,0.096189,10.324029,0.015755,0.582812,0.580556,0.5,0.3,0.5,0.5
2708,'2025/11/27 11:13:25:897',27,4.137765,0.096189,10.324029,0.015755,0.582812,0.580556,0.5,0.3,0.5,0.5
2709,'2025/11/27 11:13:26:069',27,4.138985,0.095964,10.464498,0.00122,0.582812,0.583333,0.5,0.3,0.5,0.5
2710,'2025/11/27 11:13:26:083',27,4.138985,0.095964,10.464498,0.00122,0.582812,0.583333,0.5,0.3,0.5,0.5
2711,'2025/11/27 11:13:26:100',27,4.138985,0.095964,10.464498,0.00122,0.582812,0.583333,0.5,0.3,0.5,0.5
2712,'2025/11/27 11:13:26:270',27,4.116773,0.087826,10.380077,0.022213,0.58125,0.641667,0.5,0.3,0.5,0.5
2713,'2025/11/27 11:13:26:287',27,4.116773,0.087826,10.380077,0.022213,0.58125,0.641667,0.5,0.3,0.5,0.5
2714,'2025/11/27 11:13:26:302',27,4.116773,0.087826,10.380077,0.022213,0.58125,0.641667,0.5,0.3,0.5,0.5
2715,'2025/11/27 11:13:26:476',27,4.137668,0.081298,10.159579,0.020895,0.578125,0.65,0.5,0.3,0.5,0.5
2716,'2025/11/27 11:13:26:489',27,4.137668,0.081298,10.159579,0.020895,0.578125,0.65,0.5,0.3,0.5,0.5
2717,'2025/11/27 11:13:26:506',27,4.137668,0.081298,10.159579,0.020895,0.578125,0.65,0.5,0.3,0.5,0.5
2718,'2025/11/27 11:13:26:680',27,4.155092,0.08865,10.19334,0.017424,0.571875,0.611111,0.5,0.3,0.5,0.5
2719,'2025/11/27 11:14:31:934',28,4.433853,0.12832,12.547962,0.023768,0.55625,0.994444,0.24,0.7,0.63,1
2720,'2025/11/27 11:14:31:973',28,4.433853,0.12832,12.547962,0.023768,0.55625,0.994444,0.24,0.7,0.63,1
2721,'2025/11/27 11:14:31:991',28,4.433853,0.12832,12.547962,0.023768,0.55625,0.994444,0.24,0.7,0.63,1
2722,'2025/11/27 11:14:32:180',28,4.427251,0.125569,12.245281,0.006601,0.521875,0.997222,0.24,0.7,0.63,1
2723,'2025/11/27 11:14:32:193',28,4.427251,0.125569,12.245281,0.006601,0.521875,0.997222,0.24,0.7,0.63,1
2724,'2025/11/27 11:14:32:208',28,4.427251,0.125569,12.245281,0.006601,0.521875,0.997222,0.24,0.7,0.63,1
2725,'2025/11/27 11:14:32:387',28,4.443834,0.123021,12.229538,0.016582,0.56875,0.997222,0.24,0.7,0.63,1
2726,'2025/11/27 11:14:32:412',28,4.443834,0.123021,12.229538,0.016582,0.56875,0.997222,0.24,0.7,0.63,1
2727,'2025/11/27 11:14:32:426',28,4.443834,0.123021,12.229538,0.016582,0.56875,0.997222,0.24,0.7,0.63,1
2728,'2025/11/27 11:14:32:599',28,4.528286,0.09763,12.190381,0.084452,0.565625,0.997222,0.24,0.7,0.63,1
2729,'2025/11/27 11:14:32:615',28,4.528286,0.09763,12.190381,0.084452,0.565625,0.997222,0.24,0.7,0.63,1
2730,'2025/11/27 11:14:32:629',28,4.528286,0.09763,12.190381,0.084452,0.565625,0.997222,0.24,0.7,0.63,1
2731,'2025/11/27 11:14:32:801',28,4.899994,0.088516,10.288312,0.371708,0.564062,0.997222,0.24,0.7,0.63,1
2732,'2025/11/27 11:14:32:816',28,4.899994,0.088516,10.288312,0.371708,0.564062,0.997222,0.24,0.7,0.63,1
2733,'2025/11/27 11:14:32:832',28,4.899994,0.088516,10.288312,0.371708,0.564062,0.997222,0.24,0.7,0.63,1
2734,'2025/11/27 11:14:33:007',28,4.39744,0.107305,10.93881,0.502554,0.564062,0.997222,0.24,0.7,0.63,1
2735,'2025/11/27 11:14:33:031',28,4.39744,0.107305,10.93881,0.502554,0.564062,0.997222,0.24,0.7,0.63,1
2736,'2025/11/27 11:14:33:046',28,4.39744,0.107305,10.93881,0.502554,0.564062,0.997222,0.24,0.7,0.63,1
2737,'2025/11/27 11:14:33:222',28,4.511906,0.108151,11.636611,0.114466,0.564062,0.997222,0.24,0.7,0.63,1
2738,'2025/11/27 11:14:33:234',28,4.511906,0.108151,11.636611,0.114466,0.564062,0.997222,0.24,0.7,0.63,1
2739,'2025/11/27 11:14:33:250',28,4.511906,0.108151,11.636611,0.114466,0.564062,0.997222,0.24,0.7,0.63,1
2740,'2025/11/27 11:14:33:430',28,4.551365,0.098971,11.374184,0.039459,0.565625,0.997222,0.24,0.7,0.63,1
2741,'2025/11/27 11:14:33:454',28,4.551365,0.098971,11.374184,0.039459,0.565625,0.997222,0.24,0.7,0.63,1
2742,'2025/11/27 11:14:33:470',28,4.551365,0.098971,11.374184,0.039459,0.565625,0.997222,0.24,0.7,0.63,1
2743,'2025/11/27 11:14:33:647',28,4.332408,0.102561,11.638536,0.218956,0.526563,0.997222,0.24,0.7,0.63,1
2744,'2025/11/27 11:14:33:671',28,4.332408,0.102561,11.638536,0.218956,0.526563,0.997222,0.24,0.7,0.63,1
2745,'2025/11/27 11:14:33:701',28,4.332408,0.102561,11.638536,0.218956,0.526563,0.997222,0.24,0.7,0.63,1
2746,'2025/11/27 11:14:33:878',28,4.471472,0.09401,9.078896,0.139064,0.5625,0.997222,0.24,0.7,0.63,1
2747,'2025/11/27 11:14:33:905',28,4.471472,0.09401,9.078896,0.139064,0.5625,0.997222,0.24,0.7,0.63,1
2748,'2025/11/27 11:14:33:920',28,4.471472,0.09401,9.078896,0.139064,0.5625,0.997222,0.24,0.7,0.63,1
2749,'2025/11/27 11:14:34:093',28,4.433545,0.114071,10.397533,0.037928,0.564062,0.997222,0.24,0.7,0.63,1
2750,'2025/11/27 11:14:34:107',28,4.433545,0.114071,10.397533,0.037928,0.564062,0.997222,0.24,0.7,0.63,1
2751,'2025/11/27 11:14:34:120',28,4.433545,0.114071,10.397533,0.037928,0.564062,0.997222,0.24,0.7,0.63,1
2752,'2025/11/27 11:14:34:297',28,4.431216,0.118611,10.814596,0.002329,0.564062,0.997222,0.24,0.7,0.63,1
2753,'2025/11/27 11:14:34:323',28,4.431216,0.118611,10.814596,0.002329,0.564062,0.997222,0.24,0.7,0.63,1
2754,'2025/11/27 11:14:34:337',28,4.431216,0.118611,10.814596,0.002329,0.564062,0.997222,0.24,0.7,0.63,1
2755,'2025/11/27 11:14:34:513',28,4.476775,0.105148,12.450678,0.045559,0.579687,0.997222,0.24,0.7,0.63,1
2756,'2025/11/27 11:14:34:523',28,4.476775,0.105148,12.450678,0.045559,0.579687,0.997222,0.24,0.7,0.63,1
2757,'2025/11/27 11:14:34:541',28,4.476775,0.105148,12.450678,0.045559,0.579687,0.997222,0.24,0.7,0.63,1
2758,'2025/11/27 11:14:34:714',28,4.203819,0.099939,11.042363,0.272955,0.525,0.997222,0.24,0.7,0.63,1
2759,'2025/11/27 11:14:34:728',28,4.203819,0.099939,11.042363,0.272955,0.525,0.997222,0.24,0.7,0.63,1
2760,'2025/11/27 11:14:34:744',28,4.203819,0.099939,11.042363,0.272955,0.525,0.997222,0.24,0.7,0.63,1
2761,'2025/11/27 11:14:34:919',28,4.590128,0.085508,10.638803,0.386309,0.790625,0.827778,0.24,0.7,0.63,1
2762,'2025/11/27 11:14:34:931',28,4.590128,0.085508,10.638803,0.386309,0.790625,0.827778,0.24,0.7,0.63,1
2763,'2025/11/27 11:14:34:945',28,4.590128,0.085508,10.638803,0.386309,0.790625,0.827778,0.24,0.7,0.63,1
2764,'2025/11/27 11:14:35:119',28,4.497091,0.109484,9.605577,0.093038,0.575,0.997222,0.24,0.7,0.63,1
2765,'2025/11/27 11:14:35:133',28,4.497091,0.109484,9.605577,0.093038,0.575,0.997222,0.24,0.7,0.63,1
2766,'2025/11/27 11:14:35:148',28,4.497091,0.109484,9.605577,0.093038,0.575,0.997222,0.24,0.7,0.63,1
2767,'2025/11/27 11:14:35:323',28,4.380817,0.104931,11.069793,0.116273,0.576563,0.997222,0.24,0.7,0.63,1
2768,'2025/11/27 11:14:35:337',28,4.380817,0.104931,11.069793,0.116273,0.576563,0.997222,0.24,0.7,0.63,1
2769,'2025/11/27 11:14:35:380',28,4.380817,0.104931,11.069793,0.116273,0.576563,0.997222,0.24,0.7,0.63,1
2770,'2025/11/27 11:14:35:569',28,4.402785,0.097721,11.102163,0.021968,0.5625,0.997222,0.24,0.7,0.63,1
2771,'2025/11/27 11:14:35:585',28,4.402785,0.097721,11.102163,0.021968,0.5625,0.997222,0.24,0.7,0.63,1
2772,'2025/11/27 11:14:35:603',28,4.402785,0.097721,11.102163,0.021968,0.5625,0.997222,0.24,0.7,0.63,1
2773,'2025/11/27 11:14:35:773',28,4.48844,0.114184,12.92532,0.085654,0.525,0.997222,0.24,0.7,0.63,1
2774,'2025/11/27 11:14:35:789',28,4.48844,0.114184,12.92532,0.085654,0.525,0.997222,0.24,0.7,0.63,1
2775,'2025/11/27 11:14:35:802',28,4.48844,0.114184,12.92532,0.085654,0.525,0.997222,0.24,0.7,0.63,1
2776,'2025/11/27 11:14:35:977',28,4.510311,0.095703,10.942924,0.021871,0.576563,0.997222,0.24,0.7,0.63,1
2777,'2025/11/27 11:14:35:990',28,4.510311,0.095703,10.942924,0.021871,0.576563,0.997222,0.24,0.7,0.63,1
2778,'2025/11/27 11:14:36:006',28,4.510311,0.095703,10.942924,0.021871,0.576563,0.997222,0.24,0.7,0.63,1
