@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
2349,'2025/11/27 11:09:37:078',24,4.552448,0.127326,13.300287,0.002047,0.592188,0.997222,1,0.2,0.6,1
2350,'2025/11/27 11:09:37:104',24,4.552448,0.127326,13.300287,0.002047,0.592188,0.997222,1,0.2,0.6,1
2351,'2025/11/27 11:09:37:119',24,4.552448,0.127326,13.300287,0.002047,0.592188,0.997222,1,0.2,0.6,1
2352,'2025/11/27 11:09:37:293',24,4.531973,0.086576,10.971288,0.020475,0.592188,0.997222,1,0.2,0.6,1
2353,'2025/11/27 11:09:37:306',24,4.531973,0.086576,10.971288,0.020475,0.592188,0.997222,1,0.2,0.6,1
2354,'2025/11/27 11:09:37:323',24,4.531973,0.086576,10.971288,0.020475,0.592188,0.997222,1,0.2,0.6,1
2355,'2025/11/27 11:09:37:496',24,4.558822,0.10003,12.510206,0.026849,0.592188,0.997222,1,0.2,0.6,1
2356,'2025/11/27 11:09:37:508',24,4.558822,0.10003,12.510206,0.026849,0.592188,0.997222,1,0.2,0.6,1
2357,'2025/11/27 11:09:37:525',24,4.558822,0.10003,12.510206,0.026849,0.592188,0.997222,1,0.2,0.6,1
2358,'2025/11/27 11:09:37:696',24,4.391205,0.089071,11.56155,0.167616,0.592188,0.997222,1,0.2,0.6,1
2359,'2025/11/27 11:09:37:710',24,4.391205,0.089071,11.56155,0.167616,0.592188,0.997222,1,0.2,0.6,1
2360,'2025/11/27 11:09:37:724',24,4.391205,0.089071,11.56155,0.167616,0.592188,0.997222,1,0.2,0.6,1
2361,'2025/11/27 11:09:37:900',24,4.330342,0.100768,11.535508,0.060863,0.59375,0.997222,1,0.2,0.6,1
2362,'2025/11/27 11:09:37:928',24,4.330342,0.100768,11.535508,0.060863,0.59375,0.997222,1,0.2,0.6,1
2363,'2025/11/27 11:09:37:943',24,4.330342,0.100768,11.535508,0.060863,0.59375,0.997222,1,0.2,0.6,1
2364,'2025/11/27 11:09:38:115',24,4.42647,0.095352,12.112539,0.096128,0.592188,0.997222,1,0.2,0.6,1
2365,'2025/11/27 11:09:38:132',24,4.42647,0.095352,12.112539,0.096128,0.592188,0.997222,1,0.2,0.6,1
2366,'2025/11/27 11:09:38:146',24,4.42647,0.095352,12.112539,0.096128,0.592188,0.997222,1,0.2,0.6,1
2367,'2025/11/27 11:09:38:323',24,4.474286,0.085543,9.728842,0.047816,0.592188,0.997222,1,0.2,0.6,1
2368,'2025/11/27 11:09:38:348',24,4.474286,0.085543,9.728842,0.047816,0.592188,0.997222,1,0.2,0.6,1
2369,'2025/11/27 11:09:38:363',24,4.474286,0.085543,9.728842,0.047816,0.592188,0.997222,1,0.2,0.6,1
2370,'2025/11/27 11:09:38:535',24,4.349464,0.102261,12.287498,0.124822,0.59375,0.997222,1,0.2,0.6,1
2371,'2025/11/27 11:09:38:548',24,4.349464,0.102261,12.287498,0.124822,0.59375,0.997222,1,0.2,0.6,1
2372,'2025/11/27 11:09:38:564',24,4.349464,0.102261,12.287498,0.124822,0.59375,0.997222,1,0.2,0.6,1
2373,'2025/11/27 11:09:38:737',24,4.534399,0.092426,11.798892,0.184935,0.592188,0.997222,1,0.2,0.6,1
2374,'2025/11/27 11:09:38:749',24,4.534399,0.092426,11.798892,0.184935,0.592188,0.997222,1,0.2,0.6,1
2375,'2025/11/27 11:09:38:765',24,4.534399,0.092426,11.798892,0.184935,0.592188,0.997222,1,0.2,0.6,1
2376,'2025/11/27 11:09:38:940',24,4.534135,0.127066,13.768934,0.000264,0.590625,0.997222,1,0.2,0.6,1
2377,'2025/11/27 11:09:38:951',24,4.534135,0.127066,13.768934,0.000264,0.590625,0.997222,1,0.2,0.6,1
2378,'2025/11/27 11:09:38:965',24,4.534135,0.127066,13.768934,0.000264,0.590625,0.997222,1,0.2,0.6,1
2379,'2025/11/27 11:09:39:139',24,4.524904,0.106463,13.267607,0.009231,0.595312,0.997222,1,0.2,0.6,1
2380,'2025/11/27 11:09:39:150',24,4.524904,0.106463,13.267607,0.009231,0.595312,0.997222,1,0.2,0.6,1
2381,'2025/11/27 11:09:39:169',24,4.524904,0.106463,13.267607,0.009231,0.595312,0.997222,1,0.2,0.6,1
2382,'2025/11/27 11:09:39:343',24,4.422042,0.096137,11.357397,0.102862,0.592188,0.997222,1,0.2,0.6,1
2383,'2025/11/27 11:09:39:356',24,4.422042,0.096137,11.357397,0.102862,0.592188,0.997222,1,0.2,0.6,1
2384,'2025/11/27 11:09:39:372',24,4.422042,0.096137,11.357397,0.102862,0.592188,0.997222,1,0.2,0.6,1
2385,'2025/11/27 11:09:39:554',24,4.337519,0.096102,12.870067,0.084523,0.59375,0.997222,1,0.2,0.6,1
2386,'2025/11/27 11:09:39:573',24,4.337519,0.096102,12.870067,0.084523,0.59375,0.997222,1,0.2,0.6,1
2387,'2025/11/27 11:09:39:589',24,4.337519,0.096102,12.870067,0.084523,0.59375,0.997222,1,0.2,0.6,1
2388,'2025/11/27 11:09:39:793',24,4.43982,0.107548,12.688754,0.102301,0.596875,0.997222,1,0.2,0.6,1
2389,'2025/11/27 11:09:39:820',24,4.43982,0.107548,12.688754,0.102301,0.596875,0.997222,1,0.2,0.6,1
2390,'2025/11/27 11:09:39:836',24,4.43982,0.107548,12.688754,0.102301,0.596875,0.997222,1,0.2,0.6,1
2391,'2025/11/27 11:09:40:012',24,4.537925,0.113121,13.734081,0.098105,0.592188,0.997222,1,0.2,0.6,1
2392,'2025/11/27 11:09:40:024',24,4.537925,0.113121,13.734081,0.098105,0.592188,0.997222,1,0.2,0.6,1
2393,'2025/11/27 11:09:40:040',24,4.537925,0.113121,13.734081,0.098105,0.592188,0.997222,1,0.2,0.6,1
2394,'2025/11/27 11:09:40:209',24,4.34737,0.105534,12.461648,0.190556,0.596875,0.997222,1,0.2,0.6,1
2395,'2025/11/27 11:09:40:226',24,4.34737,0.105534,12.461648,0.190556,0.596875,0.997222,1,0.2,0.6,1
2396,'2025/11/27 11:09:40:240',24,4.34737,0.105534,12.461648,0.190556,0.596875,0.997222,1,0.2,0.6,1
2397,'2025/11/27 11:09:40:414',24,4.299949,0.099015,11.808393,0.047421,0.592188,0.997222,1,0.2,0.6,1
2398,'2025/11/27 11:09:40:428',24,4.299949,0.099015,11.808393,0.047421,0.592188,0.997222,1,0.2,0.6,1
2399,'2025/11/27 11:09:40:443',24,4.299949,0.099015,11.808393,0.047421,0.592188,0.997222,1,0.2,0.6,1
2400,'2025/11/27 11:09:40:614',24,4.324873,0.093381,10.763532,0.024924,0.59375,0.997222,1,0.2,0.6,1
2401,'2025/11/27 11:09:40:629',24,4.324873,0.093381,10.763532,0.024924,0.59375,0.997222,1,0.2,0.6,1
2402,'2025/11/27 11:09:40:644',24,4.324873,0.093381,10.763532,0.024924,0.59375,0.997222,1,0.2,0.6,1
2403,'2025/11/27 11:09:40:817',24,4.340405,0.109579,12.270889,0.015532,0.592188,0.997222,1,0.2,0.6,1
2404,'2025/11/27 11:09:40:831',24,4.340405,0.109579,12.270889,0.015532,0.592188,0.997222,1,0.2,0.6,1
2405,'2025/11/27 11:09:40:846',24,4.340405,0.109579,12.270889,0.015532,0.592188,0.997222,1,0.2,0.6,1
2406,'2025/11/27 11:09:41:020',24,4.4284,0.088134,11.080558,0.087994,0.59375,0.997222,1,0.2,0.6,1
2407,'2025/11/27 11:09:41:033',24,4.4284,0.088134,11.080558,0.087994,0.59375,0.997222,1,0.2,0.6,1
2408,'2025/11/27 11:09:41:048',24,4.4284,0.088134,11.080558,0.087994,0.59375,0.997222,1,0.2,0.6,1
2409,'2025/11/27 11:09:41:221',24,4.428083,0.115265,13.749435,0.000316,0.582812,0.997222,1,0.2,0.6,1
2410,'2025/11/27 11:09:41:237',24,4.428083,0.115265,13.749435,0.000316,0.582812,0.997222,1,0.2,0.6,1
2411,'2025/11/27 11:09:41:250',24,4.428083,0.115265,13.749435,0.000316,0.582812,0.997222,1,0.2,0.6,1
2412,'2025/11/27 11:09:41:427',24,4.546427,0.116137,13.416203,0.118344,0.592188,0.997222,1,0.2,0.6,1
2413,'2025/11/27 11:09:41:452',24,4.546427,0.116137,13.416203,0.118344,0.592188,0.997222,1,0.2,0.6,1
2414,'2025/11/27 11:09:41:477',24,4.546427,0.116137,13.416203,0.118344,0.592188,0.997222,1,0.2,0.6,1
2415,'2025/11/27 11:09:41:665',24,4.495611,0.092917,12.148314,0.050816,0.59375,0.997222,1,0.2,0.6,1
2416,'2025/11/27 11:09:41:687',24,4.495611,0.092917,12.148314,0.050816,0.59375,0.997222,1,0.2,0.6,1
2417,'2025/11/27 11:09:41:703',24,4.495611,0.092917,12.148314,0.050816,0.59375,0.997222,1,0.2,0.6,1
2418,'2025/11/27 11:09:41:877',24,4.353427,0.119531,12.355099,0.142184,0.59375,0.997222,1,0.2,0.6,1
2419,'2025/11/27 11:09:41:904',24,4.353427,0.119531,12.355099,0.142184,0.59375,0.997222,1,0.2,0.6,1
2420,'2025/11/27 11:09:41:919',24,4.353427,0.119531,12.355099,0.142184,0.59375,0.997222,1,0.2,0.6,1
2421,'2025/11/27 11:09:42:092',24,4.462783,0.084939,11.268867,0.109356,0.590625,0.997222,1,0.2,0.6,1
2422,'2025/11/27 11:09:42:107',24,4.462783,0.084939,11.268867,0.109356,0.590625,0.997222,1,0.2,0.6,1
2423,'2025/11/27 11:09:42:122',24,4.462783,0.084939,11.268867,0.109356,0.590625,0.997222,1,0.2,0.6,1
2424,'2025/11/27 11:09:42:297',24,4.662398,0.11684,14.172826,0.199615,0.590625,0.997222,1,0.2,0.6,1
2425,'2025/11/27 11:09:42:321',24,4.662398,0.11684,14.172826,0.199615,0.590625,0.997222,1,0.2,0.6,1
2426,'2025/11/27 11:09:42:335',24,4.662398,0.11684,14.172826,0.199615,0.590625,0.997222,1,0.2,0.6,1
2427,'2025/11/27 11:09:42:510',24,4.509315,0.112144,13.29622,0.153083,0.59375,0.997222,1,0.2,0.6,1
2428,'2025/11/27 11:09:42:521',24,4.509315,0.112144,13.29622,0.153083,0.59375,0.997222,1,0.2,0.6,1
2429,'2025/11/27 11:09:42:537',24,4.509315,0.112144,13.29622,0.153083,0.59375,0.997222,1,0.2,0.6,1
2430,'2025/11/27 11:09:42:710',24,4.511836,0.11602,13.159627,0.002521,0.59375,0.997222,1,0.2,0.6,1
2431,'2025/11/27 11:09:42:723',24,4.511836,0.11602,13.159627,0.002521,0.59375,0.997222,1,0.2,0.6,1
2432,'2025/11/27 11:09:42:740',24,4.511836,0.11602,13.159627,0.002521,0.59375,0.997222,1,0.2,0.6,1
2433,'2025/11/27 11:09:42:915',24,4.557461,0.107383,13.521007,0.045625,0.795313,0.986111,1,0.2,0.6,1
2434,'2025/11/27 11:09:42:927',24,4.557461,0.107383,13.521007,0.045625,0.795313,0.986111,1,0.2,0.6,1
2435,'2025/11/27 11:09:42:943',24,4.557461,0.107383,13.521007,0.045625,0.795313,0.986111,1,0.2,0.6,1
2436,'2025/11/27 11:09:43:117',24,4.467412,0.120651,13.672997,0.090049,0.595312,0.997222,1,0.2,0.6,1
2437,'2025/11/27 11:09:43:130',24,4.467412,0.120651,13.672997,0.090049,0.595312,0.997222,1,0.2,0.6,1
2438,'2025/11/27 11:09:43:145',24,4.467412,0.120651,13.672997,0.090049,0.595312,0.997222,1,0.2,0.6,1
2439,'2025/11/27 11:09:43:317',24,4.47908,0.119783,13.022717,0.011668,0.59375,0.997222,1,0.2,0.6,1
2440,'2025/11/27 11:09:43:331',24,4.47908,0.119783,13.022717,0.011668,0.59375,0.997222,1,0.2,0.6,1
2441,'2025/11/27 11:09:43:349',24,4.47908,0.119783,13.022717,0.011668,0.59375,0.997222,1,0.2,0.6,1
2442,'2025/11/27 11:09:43:522',24,4.483834,0.118225,13.737709,0.004754,0.59375,0.997222,1,0.2,0.6,1
2443,'2025/11/27 11:09:43:545',24,4.483834,0.118225,13.737709,0.004754,0.59375,0.997222,1,0.2,0.6,1
2444,'2025/11/27 11:09:43:562',24,4.483834,0.118225,13.737709,0.004754,0.59375,0.997222,1,0.2,0.6,1
2445,'2025/11/27 11:09:43:734',24,4.449596,0.118212,13.45361,0.034238,0.59375,0.997222,1,0.2,0.6,1
2446,'2025/11/27 11:09:43:750',24,4.449596,0.118212,13.45361,0.034238,0.59375,0.997222,1,0.2,0.6,1
2447,'2025/11/27 11:09:43:797',24,4.449596,0.118212,13.45361,0.034238,0.59375,0.997222,1,0.2,0.6,1
2448,'2025/11/27 11:09:43:988',24,4.481823,0.120877,13.313603,0.032227,0.592188,0.997222,1,0.2,0.6,1
2449,'2025/11/27 11:09:44:000',24,4.481823,0.120877,13.313603,0.032227,0.592188,0.997222,1,0.2,0.6,1
2450,'2025/11/27 11:09:44:016',24,4.481823,0.120877,13.313603,0.032227,0.592188,0.997222,1,0.2,0.6,1
2451,'2025/11/27 11:09:44:194',24,4.478862,0.120625,13.21907,0.002962,0.595312,0.997222,1,0.2,0.6,1
2452,'2025/11/27 11:09:44:217',24,4.478862,0.120625,13.21907,0.002962,0.595312,0.997222,1,0.2,0.6,1
2453,'2025/11/27 11:09:44:233',24,4.478862,0.120625,13.21907,0.002962,0.595312,0.997222,1,0.2,0.6,1
2454,'2025/11/27 11:09:44:406',24,4.409107,0.119132,13.045991,0.069755,0.59375,0.997222,1,0.2,0.6,1
2455,'2025/11/27 11:09:44:423',24,4.409107,0.119132,13.045991,0.069755,0.59375,0.997222,1,0.2,0.6,1
2456,'2025/11/27 11:09:44:437',24,4.409107,0.119132,13.045991,0.069755,0.59375,0.997222,1,0.2,0.6,1
2457,'2025/11/27 11:11:17:341',25,4.049454,0.096489,12.154716,0.009561,0.09375,0.161111,0.5,0.3,0,0
2458,'2025/11/27 11:11:17:365',25,4.049454,0.096489,12.154716,0.009561,0.09375,0.161111,0.5,0.3,0,0
2459,'2025/11/27 11:11:17:557',25,4.081961,0.105825,12.123163,0.032507,0.09375,0.161111,0.5,0.3,0,0
2460,'2025/11/27 11:11:17:576',25,4.081961,0.105825,12.123163,0.032507,0.09375,0.161111,0.5,0.3,0,0
2461,'2025/11/27 11:11:17:604',25,4.081961,0.105825,12.123163,0.032507,0.09375,0.161111,0.5,0.3,0,0
2462,'2025/11/27 11:11:17:782',25,4.088786,0.104562,12.433518,0.006825,0.082813,0.119444,0.5,0.3,0,0
2463,'2025/11/27 11:11:17:793',25,4.088786,0.104562,12.433518,0.006825,0.082813,0.119444,0.5,0.3,0,0
2464,'2025/11/27 11:11:17:811',25,4.088786,0.104562,12.433518,0.006825,0.082813,0.119444,0.5,0.3,0,0
2465,'2025/11/27 11:11:17:983',25,4.064614,0.112036,12.041365,0.024172,0.082813,0.113889,0.5,0.3,0,0
2466,'2025/11/27 11:11:17:998',25,4.064614,0.112036,12.041365,0.024172,0.082813,0.113889,0.5,0.3,0,0
2467,'2025/11/27 11:11:18:013',25,4.064614,0.112036,12.041365,0.024172,0.082813,0.113889,0.5,0.3,0,0
2468,'2025/11/27 11:11:18:188',25,4.070258,0.119878,11.899592,0.005644,0.085938,0.119444,0.5,0.3,0,0
2469,'2025/11/27 11:11:18:200',25,4.070258,0.119878,11.899592,0.005644,0.085938,0.119444,0.5,0.3,0,0
2470,'2025/11/27 11:11:18:215',25,4.070258,0.119878,11.899592,0.005644,0.085938,0.119444,0.5,0.3,0,0
2471,'2025/11/27 11:11:18:388',25,4.060388,0.104605,11.918515,0.009871,0.082813,0.119444,0.5,0.3,0,0
2472,'2025/11/27 11:11:18:401',25,4.060388,0.104605,11.918515,0.009871,0.082813,0.119444,0.5,0.3,0,0
2473,'2025/11/27 11:11:18:417',25,4.060388,0.104605,11.918515,0.009871,0.082813,0.119444,0.5,0.3,0,0
2474,'2025/11/27 11:11:18:590',25,4.078441,0.117161,11.652323,0.018054,0.082813,0.113889,0.5,0.3,0,0
2475,'2025/11/27 11:11:18:606',25,4.078441,0.117161,11.652323,0.018054,0.082813,0.113889,0.5,0.3,0,0
2476,'2025/11/27 11:11:18:620',25,4.078441,0.117161,11.652323,0.018054,0.082813,0.113889,0.5,0.3,0,0
2477,'2025/11/27 11:11:18:795',25,4.097532,0.11628,12.034631,0.019091,0.085938,0.119444,0.5,0.3,0,0
2478,'2025/11/27 11:11:18:811',25,4.097532,0.11628,12.034631,0.019091,0.085938,0.119444,0.5,0.3,0,0
2479,'2025/11/27 11:11:18:826',25,4.097532,0.11628,12.034631,0.019091,0.085938,0.119444,0.5,0.3,0,0
2480,'2025/11/27 11:11:18:998',25,4.119634,0.109709,11.848198,0.022102,0.082813,0.108333,0.5,0.3,0,0
2481,'2025/11/27 11:11:19:010',25,4.119634,0.109709,11.848198,0.022102,0.082813,0.108333,0.5,0.3,0,0
2482,'2025/11/27 11:11:19:027',25,4.119634,0.109709,11.848198,0.022102,0.082813,0.108333,0.5,0.3,0,0
2483,'2025/11/27 11:11:19:201',25,4.070268,0.113655,11.772498,0.049366,0.0875,0.116667,0.5,0.3,0,0
2484,'2025/11/27 11:11:19:214',25,4.070268,0.113655,11.772498,0.049366,0.0875,0.116667,0.5,0.3,0,0
2485,'2025/11/27 11:11:19:229',25,4.070268,0.113655,11.772498,0.049366,0.0875,0.116667,0.5,0.3,0,0
2486,'2025/11/27 11:11:19:402',25,4.095805,0.101389,11.761537,0.025537,0.078125,0.097222,0.5,0.3,0,0
2487,'2025/11/27 11:11:19:414',25,4.095805,0.101389,11.761537,0.025537,0.078125,0.097222,0.5,0.3,0,0
2488,'2025/11/27 11:11:19:430',25,4.095805,0.101389,11.761537,0.025537,0.078125,0.097222,0.5,0.3,0,0
2489,'2025/11/27 11:11:19:601',25,4.065644,0.1052,12.067563,0.030161,0.082813,0.1,0.5,0.3,0,0
2490,'2025/11/27 11:11:19:617',25,4.065644,0.1052,12.067563,0.030161,0.082813,0.1,0.5,0.3,0,0
2491,'2025/11/27 11:11:19:632',25,4.065644,0.1052,12.067563,0.030161,0.082813,0.1,0.5,0.3,0,0
2492,'2025/11/27 11:11:19:806',25,4.040443,0.100082,11.979446,0.0252,0.078125,0.097222,0.5,0.3,0,0
2493,'2025/11/27 11:11:19:819',25,4.040443,0.100082,11.979446,0.0252,0.078125,0.097222,0.5,0.3,0,0
2494,'2025/11/27 11:11:19:835',25,4.040443,0.100082,11.979446,0.0252,0.078125,0.097222,0.5,0.3,0,0
2495,'2025/11/27 11:11:20:007',25,4.034092,0.102695,11.85304,0.006351,0.079687,0.097222,0.5,0.3,0,0
2496,'2025/11/27 11:11:20:021',25,4.034092,0.102695,11.85304,0.006351,0.079687,0.097222,0.5,0.3,0,0
2497,'2025/11/27 11:11:20:037',25,4.034092,0.102695,11.85304,0.006351,0.079687,0.097222,0.5,0.3,0,0
2498,'2025/11/27 11:11:20:212',25,4.042515,0.108225,11.865853,0.008423,0.082813,0.097222,0.5,0.3,0,0
2499,'2025/11/27 11:11:20:227',25,4.042515,0.108225,11.865853,0.008423,0.082813,0.097222,0.5,0.3,0,0
2500,'2025/11/27 11:11:20:244',25,4.042515,0.108225,11.865853,0.008423,0.082813,0.097222,0.5,0.3,0,0
2501,'2025/11/27 11:11:20:416',25,4.04386,0.118112,11.696705,0.001346,0.082813,0.097222,0.5,0.3,0,0
2502,'2025/11/27 11:11:20:429',25,4.04386,0.118112,11.696705,0.001346,0.082813,0.097222,0.5,0.3,0,0
2503,'2025/11/27 11:11:20:445',25,4.04386,0.118112,11.696705,0.001346,0.082813,0.097222,0.5,0.3,0,0
2504,'2025/11/27 11:11:20:617',25,4.084669,0.114128,11.970134,0.040808,0.079687,0.097222,0.5,0.3,0,0
2505,'2025/11/27 11:11:20:631',25,4.084669,0.114128,11.970134,0.040808,0.079687,0.097222,0.5,0.3,0,0
2506,'2025/11/27 11:11:20:646',25,4.084669,0.114128,11.970134,0.040808,0.079687,0.097222,0.5,0.3,0,0
2507,'2025/11/27 11:11:20:820',25,4.052918,0.109761,11.347561,0.03175,0.082813,0.097222,0.5,0.3,0,0
2508,'2025/11/27 11:11:20:836',25,4.052918,0.109761,11.347561,0.03175,0.082813,0.097222,0.5,0.3,0,0
2509,'2025/11/27 11:11:20:852',25,4.052918,0.109761,11.347561,0.03175,0.082813,0.097222,0.5,0.3,0,0
2510,'2025/11/27 11:11:21:023',25,4.07915,0.116558,11.164654,0.026232,0.071875,0.094444,0.5,0.3,0,0
2511,'2025/11/27 11:11:21:040',25,4.07915,0.116558,11.164654,0.026232,0.071875,0.094444,0.5,0.3,0,0
2512,'2025/11/27 11:11:21:055',25,4.07915,0.116558,11.164654,0.026232,0.071875,0.094444,0.5,0.3,0,0
2513,'2025/11/27 11:11:21:227',25,4.066789,0.117231,11.401185,0.012361,0.071875,0.094444,0.5,0.3,0,0
2514,'2025/11/27 11:11:21:243',25,4.066789,0.117231,11.401185,0.012361,0.071875,0.094444,0.5,0.3,0,0
2515,'2025/11/27 11:11:21:259',25,4.066789,0.117231,11.401185,0.012361,0.071875,0.094444,0.5,0.3,0,0
2516,'2025/11/27 11:11:21:432',25,4.031481,0.110712,11.613492,0.035308,0.0625,0.097222,0.5,0.3,0,0
2517,'2025/11/27 11:11:21:448',25,4.031481,0.110712,11.613492,0.035308,0.0625,0.097222,0.5,0.3,0,0
2518,'2025/11/27 11:11:21:464',25,4.031481,0.110712,11.613492,0.035308,0.0625,0.097222,0.5,0.3,0,0
2519,'2025/11/27 11:11:21:638',25,4.077692,0.107183,11.44873,0.04621,0.073437,0.094444,0.5,0.3,0,0
2520,'2025/11/27 11:11:21:651',25,4.077692,0.107183,11.44873,0.04621,0.073437,0.094444,0.5,0.3,0,0
2521,'2025/11/27 11:11:21:668',25,4.077692,0.107183,11.44873,0.04621,0.073437,0.094444,0.5,0.3,0,0
2522,'2025/11/27 11:11:21:839',25,4.096169,0.104757,11.346804,0.018477,0.073437,0.094444,0.5,0.3,0,0
2523,'2025/11/27 11:11:21:853',25,4.096169,0.104757,11.346804,0.018477,0.073437,0.094444,0.5,0.3,0,0
2524,'2025/11/27 11:11:21:870',25,4.096169,0.104757,11.346804,0.018477,0.073437,0.094444,0.5,0.3,0,0
2525,'2025/11/27 11:11:22:046',25,4.07399,0.113468,11.432755,0.022179,0.0625,0.097222,0.5,0.3,0,0
2526,'2025/11/27 11:11:22:070',25,4.07399,0.113468,11.432755,0.022179,0.0625,0.097222,0.5,0.3,0,0
2527,'2025/11/27 11:11:22:085',25,4.07399,0.113468,11.432755,0.022179,0.0625,0.097222,0.5,0.3,0,0
2528,'2025/11/27 11:11:22:260',25,4.089879,0.113641,11.403291,0.015889,0.073437,0.086111,0.5,0.3,0,0
2529,'2025/11/27 11:11:22:271',25,4.089879,0.113641,11.403291,0.015889,0.073437,0.086111,0.5,0.3,0,0
2530,'2025/11/27 11:11:22:288',25,4.089879,0.113641,11.403291,0.015889,0.073437,0.086111,0.5,0.3,0,0
2531,'2025/11/27 11:11:22:463',25,4.055581,0.111619,11.674994,0.034297,0.075,0.086111,0.5,0.3,0,0
2532,'2025/11/27 11:11:22:476',25,4.055581,0.111619,11.674994,0.034297,0.075,0.086111,0.5,0.3,0,0
2533,'2025/11/27 11:11:22:491',25,4.055581,0.111619,11.674994,0.034297,0.075,0.086111,0.5,0.3,0,0
2534,'2025/11/27 11:11:22:664',25,4.043332,0.119926,11.599878,0.012249,0.073437,0.086111,0.5,0.3,0,0
2535,'2025/11/27 11:11:22:677',25,4.043332,0.119926,11.599878,0.012249,0.073437,0.086111,0.5,0.3,0,0
2536,'2025/11/27 11:11:22:693',25,4.043332,0.119926,11.599878,0.012249,0.073437,0.086111,0.5,0.3,0,0
2537,'2025/11/27 11:11:22:867',25,4.07901,0.110747,11.552834,0.035677,0.073437,0.086111,0.5,0.3,0,0
2538,'2025/11/27 11:11:22:879',25,4.07901,0.110747,11.552834,0.035677,0.073437,0.086111,0.5,0.3,0,0
2539,'2025/11/27 11:11:22:894',25,4.07901,0.110747,11.552834,0.035677,0.073437,0.086111,0.5,0.3,0,0
2540,'2025/11/27 11:11:23:072',25,4.106154,0.109388,11.737788,0.027144,0.071875,0.086111,0.5,0.3,0,0
2541,'2025/11/27 11:11:23:096',25,4.106154,0.109388,11.737788,0.027144,0.071875,0.086111,0.5,0.3,0,0
2542,'2025/11/27 11:11:23:111',25,4.106154,0.109388,11.737788,0.027144,0.071875,0.086111,0.5,0.3,0,0
2543,'2025/11/27 11:11:23:284',25,4.087669,0.114497,11.43321,0.018485,0.071875,0.086111,0.5,0.3,0,0
2544,'2025/11/27 11:11:23:299',25,4.087669,0.114497,11.43321,0.018485,0.071875,0.086111,0.5,0.3,0,0
2545,'2025/11/27 11:11:23:315',25,4.087669,0.114497,11.43321,0.018485,0.071875,0.086111,0.5,0.3,0,0
2546,'2025/11/27 11:11:23:487',25,4.064173,0.107105,11.59924,0.023496,0.071875,0.086111,0.5,0.3,0,0
2547,'2025/11/27 11:11:23:500',25,4.064173,0.107105,11.59924,0.023496,0.071875,0.086111,0.5,0.3,0,0
2548,'2025/11/27 11:11:23:517',25,4.064173,0.107105,11.59924,0.023496,0.071875,0.086111,0.5,0.3,0,0
2549,'2025/11/27 11:11:23:690',25,4.077142,0.107847,11.420387,0.012969,0.0625,0.094444,0.5,0.3,0,0
2550,'2025/11/27 11:11:23:702',25,4.077142,0.107847,11.420387,0.012969,0.0625,0.094444,0.5,0.3,0,0
2551,'2025/11/27 11:11:23:717',25,4.077142,0.107847,11.420387,0.012969,0.0625,0.094444,0.5,0.3,0,0
2552,'2025/11/27 11:11:43:669',26,4.65479,0.01694,15.943317,0.06931,0.940625,0.925,0.5,0.3,1,1
2553,'2025/11/27 11:11:43:683',26,4.65479,0.01694,15.943317,0.06931,0.940625,0.925,0.5,0.3,1,1
2554,'2025/11/27 11:11:43:699',26,4.65479,0.01694,15.943317,0.06931,0.940625,0.925,0.5,0.3,1,1
2555,'2025/11/27 11:11:43:875',26,4.707437,0.016897,16.143694,0.052647,0.940625,0.925,0.5,0.3,1,1
2556,'2025/11/27 11:11:43:903',26,4.707437,0.016897,16.143694,0.052647,0.940625,0.925,0.5,0.3,1,1
2557,'2025/11/27 11:11:43:918',26,4.707437,0.016897,16.143694,0.052647,0.940625,0.925,0.5,0.3,1,1
2558,'2025/11/27 11:11:44:090',26,4.679412,0.017049,16.538836,0.028025,0.942187,0.925,0.5,0.3,1,1
2559,'2025/11/27 11:11:44:105',26,4.679412,0.017049,16.538836,0.028025,0.942187,0.925,0.5,0.3,1,1
2560,'2025/11/27 11:11:44:119',26,4.679412,0.017049,16.538836,0.028025,0.942187,0.925,0.5,0.3,1,1
2561,'2025/11/27 11:11:44:295',26,4.704912,0.016892,16.274836,0.025499,0.940625,0.925,0.5,0.3,1,1
2562,'2025/11/27 11:11:44:305',26,4.704912,0.016892,16.274836,0.025499,0.940625,0.925,0.5,0.3,1,1
2563,'2025/11/27 11:11:44:322',26,4.704912,0.016892,16.274836,0.025499,0.940625,0.925,0.5,0.3,1,1
2564,'2025/11/27 11:11:44:497',26,4.670137,0.016975,15.847852,0.034774,0.940625,0.925,0.5,0.3,1,1
2565,'2025/11/27 11:11:44:512',26,4.670137,0.016975,15.847852,0.034774,0.940625,0.925,0.5,0.3,1,1
2566,'2025/11/27 11:11:44:527',26,4.670137,0.016975,15.847852,0.034774,0.940625,0.925,0.5,0.3,1,1
2567,'2025/11/27 11:11:44:701',26,4.684097,0.017318,16.318468,0.01396,0.939062,0.922222,0.5,0.3,1,1
